"t","y","mu","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095"
1,3.99928284975477,2.65098181442759,-0.54415197204089,0.23721746356165,0.81417834720351,1.17506812496219,1.58512885195541,1.89082029706934,2.16173683895091,2.40911701117291,2.59712403645555,2.82768560474601,3.0802007562831,3.36909616043851,3.68546608063054,4.04070650217966,4.46292283870506,5.06723297219654,5.82647162231454,7.19676262640916
2,3.96445450970468,2.07424839102684,-1.08456566516911,-0.247530442064208,0.329624255935083,0.719714522805002,1.1015403949115,1.40019910883147,1.66069971713266,1.89435862846851,2.10713122522426,2.3101874614021,2.54974996336049,2.85055646312703,3.15112985954939,3.51376051452822,3.94913108332724,4.53692252768053,5.36884348902325,6.6461021949291
3,0.781604620474728,2.09266462065774,-1.10645269519469,-0.348339293998743,0.216211173276523,0.651301598862157,1.04647216882833,1.36773695884951,1.6497801951844,1.88319187630892,2.09059876735125,2.31147819583358,2.55464515353671,2.8223918664688,3.14791906807184,3.49769363965234,3.93058812869087,4.45420298209756,5.312674332171,6.71953315456647
4,1.66094763031993,0.535328412467875,-2.8277241524229,-1.92035278927653,-1.35005374148162,-0.85863074192448,-0.533538728551808,-0.191370718539342,0.101863291057554,0.319983461144181,0.544540169352869,0.754056093352628,0.985532743205337,1.22554868830443,1.54190311391241,1.90087596635705,2.35691990620443,2.9324755905039,3.72255192251313,5.04948360035975
5,2.76660804258496,1.0068093908477,-2.30195683071306,-1.4207448103776,-0.848855276519939,-0.402086269541884,-0.0197209605202666,0.256214812898635,0.52801293030906,0.775284924644656,0.98360152493705,1.23032505120888,1.46657896334718,1.687397433651,2.03577620328089,2.37333643813705,2.81017909894699,3.36181699266393,4.1009210868972,5.5000891696631
6,1.45889281192898,1.58866815307108,-1.78560301908899,-0.974451161715831,-0.394844123340084,0.121872293391197,0.536175345870449,0.854354066396716,1.15328301367341,1.39417299958563,1.60597993532984,1.80470071636008,2.0416427300518,2.33213437387004,2.63826936158691,3.00125017103435,3.42863870481748,4.00271552149721,4.83079475232604,6.23483176860428
7,2.84677018459437,0.960600378797226,-2.15217505884008,-1.3968393932748,-0.835924959450006,-0.381844048530293,-0.0116888050790347,0.28836100612313,0.546310343207458,0.797087955976505,0.995935382880379,1.21081746618658,1.4409913078951,1.71219422647923,2.0260740346952,2.38480180382732,2.80424958860625,3.39893949307331,4.17872454847271,5.46096384246711
8,1.43763437153943,1.67668346994779,-1.58643012039363,-0.748475767242559,-0.183409632400012,0.198116261523814,0.56615035646903,0.899480173583915,1.1688573240591,1.41057984070224,1.62387567560854,1.82977058471808,2.0660150356073,2.32473051659529,2.64259467937251,3.01727621581942,3.45820655135082,4.04888186794026,4.83686296719194,6.2149211550217
9,-2.7534780392551,0.990265301509521,-2.30529741100962,-1.38048187862953,-0.857096266680867,-0.451673196778531,-0.0680198468127744,0.263664040722945,0.53518719374188,0.768807028739698,0.981420259438559,1.20507333725305,1.43444140690167,1.71461510646265,1.99553747866836,2.39553234326759,2.82864473210934,3.48076554056774,4.2301919236778,5.55723370827446
10,-0.424150926898592,-1.09142206473901,-4.35895934754242,-3.54355284847848,-2.98915102905941,-2.51713603747989,-2.15369365981454,-1.8159968969644,-1.52724351465025,-1.26196392150536,-1.03166608402506,-0.835389333091419,-0.578046446233242,-0.320905735592375,-0.00914657350202409,0.34489019368316,0.820662182993422,1.39667418717069,2.24295243254774,3.58016477940047
11,1.18929389416538,0.082610711769309,-3.19279664458274,-2.41791517047328,-1.83785654456949,-1.38298720044241,-0.984279771579094,-0.660055144706132,-0.416126606275952,-0.196181798655315,0.0322765372786432,0.236994000295087,0.477161984342286,0.75517935618091,1.04260827949018,1.43809099184336,1.83698744025547,2.40229292278564,3.2072237950948,4.46777043611036
12,1.7507905360506,0.894054965611173,-2.28061290785196,-1.4585422409352,-0.88103554173382,-0.479835720343309,-0.103508139846186,0.192768611965879,0.443844356492696,0.677575407131102,0.896434489088687,1.10892154115479,1.33388633264174,1.58939497578857,1.89130833571784,2.27584949988443,2.68081279244033,3.28031078736624,4.07987237904669,5.45207921060608
13,5.86279568898331,1.17480328655378,-1.96851949315606,-1.1943475840141,-0.66827786568013,-0.210427527549022,0.137663134058844,0.486402593344356,0.760837880161443,0.979869655513062,1.19501157423362,1.39378667682156,1.63432549726576,1.9027686075254,2.18581342151343,2.51718579734955,2.97481047196232,3.53641624154433,4.36486704900389,5.8423167431396
14,5.739320047592,3.22608401971026,0.0993692665658583,0.862159559641194,1.43817997601949,1.85471462111294,2.22440080867889,2.5387286216416,2.7979442797735,3.03422399516236,3.23825119039067,3.45319352499802,3.6894647647491,3.97299932098432,4.28389923704126,4.65463581059086,5.1012312850033,5.62119126741157,6.41545182395565,7.78310092820739
15,2.1146809898075,3.15497697868455,-0.01708211878421,0.819863434876873,1.34992258222942,1.79557321754967,2.11338078075017,2.44922295317634,2.71332901212413,2.9354647903598,3.15271086843656,3.35628278595338,3.60932282888029,3.87250622912994,4.16049850515284,4.53874069547221,4.98378215468826,5.52906930371735,6.43028661919678,7.83225209054001
16,1.74175051313156,1.32878861064356,-1.90344967140596,-1.16596766967927,-0.615830108210574,-0.126994341182557,0.270793655206033,0.567806459267076,0.850429120702232,1.11844132558648,1.32161413370867,1.53136324857813,1.75144642790604,2.02622052318095,2.34706935833593,2.73224255682902,3.18099262094611,3.75682898299119,4.52656526893984,6.10642240362609
17,-3.39989940431154,1.12417363421639,-2.08350793858336,-1.23296688209065,-0.62135271614349,-0.219113883865049,0.145527414848641,0.429181392685171,0.703391177304518,0.927126070088185,1.11345742408948,1.32311191915823,1.5449582123125,1.82086915026321,2.12345677537102,2.4619927095876,2.8573771644048,3.46356872915587,4.28621161087635,5.64036804834651
18,1.30088464609895,-1.46879572932303,-4.6830889458223,-3.86857199935071,-3.32216941224459,-2.87776405703332,-2.50712556056352,-2.18201383564743,-1.9105958711018,-1.67128317293151,-1.44934947009631,-1.24957316725963,-1.01699673221291,-0.742178312164129,-0.470073151002058,-0.110673565692946,0.323599810196811,0.914939629617553,1.71086625929317,3.11589639968955
