"base_row_id","phase","repair_class","candidate_rank","profile_id","init_from_vb","mh_proposal","mh_adapt","n_burn","n_mcmc","thin","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","slice_width","slice_max_steps","laplace_refresh_interval","laplace_refresh_start","laplace_refresh_weight","historical_anchor_variant_tag","rationale","phase_order","family","tau_label","fit_size","status","error","base_profile_id","selected_variant_tag","accepted_gate","accepted_healthy","target_original_case_key","candidate_fit_path","health_csv","metrics_csv","fit_seed","historical_source","row_id"
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",1,"final_rw_none_f085_s100_long",FALSE,"laplace_rw",TRUE,3000,1800,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Re-open the gausmix tt1000/0p25 row around the exact legacy F085/s100 WARN corridor, but force no-VB init and give it a materially longer chain.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",1
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",2,"final_rw_none_f085_s100_xlong",FALSE,"laplace_rw",TRUE,4000,2200,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Keep the same corrected gausmix tt1000/0p25 corridor and extend it further before discarding the cleanest legacy anchor.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",2
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",3,"final_rw_none_f0825_s1025_long",FALSE,"laplace_rw",TRUE,3500,2000,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","Probe the slightly softer F0825/s1025 band on the hard gausmix row with no-VB init and more length than the crash-repair wave used.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026053087,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",3
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",4,"final_rw_none_f0845_s100_histshort",FALSE,"laplace_rw",TRUE,3200,1800,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","Use the lower-mid F0845/s100 hedge on the hard gausmix row in case the stronger F085/F0875 bands are over-shooting the corrected rhs_ns geometry.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026041454,NA,4
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",5,"final_slice_none_w16_s240",FALSE,"slice",FALSE,2600,1400,1,2,0.085,1.025,0.16,240,50,333,0.6,"failband2_F085_sub2_s1025","Retry gausmix tt1000/0p25 with a much wider slice corridor than the crash wave; the earlier 0.12/120 slice was too conservative to be conclusive.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026056087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s1025_exal_gausmix.csv",5
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",6,"final_slice_none_w18_s320",FALSE,"slice",FALSE,3000,1600,1,2,0.085,1.025,0.18,320,50,333,0.6,"failband2_F085_sub2_s1025","Use a deeper 0.18/320 slice corridor on the hardest gausmix row to test whether the corrected rhs_ns branch simply needs a broader exact kernel.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026056087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s1025_exal_gausmix.csv",6
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",7,"final_slice_none_w20_s360",FALSE,"slice",FALSE,3500,1800,1,2,0.085,1.025,0.2,360,50,333,0.6,"failband2_F085_sub2_s1025","Stretch the slice corridor further on gausmix tt1000/0p25 so the overnight lane explores one genuinely aggressive exact-kernel option.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026056087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s1025_exal_gausmix.csv",7
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",8,"final_rw_none_f0875_s105_xlong",FALSE,"laplace_rw",TRUE,4000,2200,1,2,0.0875,1.05,NA,NA,50,333,0.6,"failband2_F0875_sub2_s105","Revisit the strongest historical F0875/s105 gausmix band with substantially more chain length and no-VB init.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026060087,"LOCAL_static_case_checkpoint_failband2_F0875_sub2_s105_exal_gausmix.csv",8
44,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",9,"final_rw_none_f085_s100_noadapt",FALSE,"laplace_rw",FALSE,3000,1800,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Repeat the cleanest gausmix F085/s100 corridor with adaptation off in case the corrected rhs_ns failure is an adaptation artifact rather than a geometry failure.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",9
68,"phase1_static_shrink_rhsns_exal_mcmc_final_closure","final_closure",1,"final_rw_none_f0845_s100_histshort",FALSE,"laplace_rw",TRUE,3000,1500,1,2,0.0845,1,NA,NA,50,333,0.6,"repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","Replay the exact legacy normal tt1000/0p25 histshort WARN anchor inside the corrected rhs_ns branch before declaring the row fundamentally broken.",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026076269,"wave9_manifest",10
