"base_row_id","phase","repair_class","candidate_rank","profile_id","init_from_vb","mh_proposal","mh_adapt","n_burn","n_mcmc","thin","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","slice_width","slice_max_steps","laplace_refresh_interval","laplace_refresh_start","laplace_refresh_weight","historical_anchor_variant_tag","rationale","phase_order","family","tau_label","fit_size","status","error","base_profile_id","selected_variant_tag","accepted_gate","accepted_healthy","target_original_case_key","candidate_fit_path","health_csv","metrics_csv","fit_seed","historical_source","row_id"
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",1,"lastmile_rw_f085_s100_xxlong",FALSE,"laplace_rw",TRUE,5000,4000,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Carry the best long F085/s100 rw corridor much further to test whether row 44 is now blocked mainly by absolute gamma ESS rather than instability.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",1
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",2,"lastmile_rw_f085_s100_xxlong_sub3",FALSE,"laplace_rw",TRUE,6500,5000,1,3,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Keep the same best F085/s100 rw corridor but add a third gamma substep so the overnight wave explicitly targets gamma ESS-per-draw.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",2
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",3,"lastmile_rw_f085_s100_xxlong_sub4",FALSE,"laplace_rw",TRUE,8000,6000,1,4,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Push the strongest F085/s100 anchor to a fourth gamma substep and a materially longer chain as the most direct ESS-closure attempt.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",3
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",4,"lastmile_rw_f0845_s100_xxlong",FALSE,"laplace_rw",TRUE,5000,4000,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","Re-open the lower-mid F0845/s100 corridor at much longer budget because it had the cleanest drift among the early gausmix repair attempts.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045424,NA,4
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",5,"lastmile_rw_f0845_s100_xxlong_sub3",FALSE,"laplace_rw",TRUE,6500,5000,1,3,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","Add a third gamma substep to the stable F0845/s100 corridor to see if it can out-mix the higher F085 band without reintroducing drift.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045425,NA,5
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",6,"lastmile_rw_f0845_s100_xxlong_sub4",FALSE,"laplace_rw",TRUE,8000,6000,1,4,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","Use the same lower-mid F0845/s100 corridor with four gamma substeps and a long chain to stress-test whether gamma ESS is now the only missing ingredient.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045426,NA,6
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",7,"lastmile_rw_f085_s100_noadapt_xxlong_sub3",FALSE,"laplace_rw",FALSE,6500,5000,1,3,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Turn adaptation off on the strongest F085/s100 corridor while still extending the chain, in case the best ESS anchor can close once adaptation stops perturbing it.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",7
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_rw_length","rw_length",8,"lastmile_rw_f0825_s1025_xxlong_sub3",FALSE,"laplace_rw",TRUE,6500,5000,1,3,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","Keep one softer F0825/s1025 hedge alive at a long budget so the overnight program is broad without reopening clearly weak high-band corridors.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026053087,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",8
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_rw_refresh","rw_refresh",1,"lastmile_rw_f085_s100_refresh25_s150_w075_sub3",FALSE,"laplace_rw",TRUE,6500,5000,1,3,0.085,1,NA,NA,25,150,0.75,"failband2_F085_sub2_s100","Start laplace refresh earlier and more often on the strongest F085/s100 corridor to attack gamma ESS directly instead of only extending chain length.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",9
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_rw_refresh","rw_refresh",2,"lastmile_rw_f085_s100_refresh10_s050_w085_sub3",FALSE,"laplace_rw",TRUE,7000,5500,1,3,0.085,1,NA,NA,10,50,0.85,"failband2_F085_sub2_s100","Use a very early, heavier refresh cadence on the F085/s100 corridor as a targeted hedge against persistent gamma stickiness.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",10
