"base_row_id","phase","repair_class","candidate_rank","profile_id","init_from_vb","vb_init_profile","mh_proposal","mh_adapt","n_burn","n_mcmc","thin","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","slice_width","slice_max_steps","laplace_refresh_interval","laplace_refresh_start","laplace_refresh_weight","historical_anchor_variant_tag","rationale","phase_order","family","tau_label","fit_size","status","error","base_profile_id","selected_variant_tag","accepted_gate","accepted_healthy","target_original_case_key","candidate_fit_path","health_csv","metrics_csv","fit_seed","historical_source","row_id"
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",1,"bridge_rw_f085_s100_b12000_k2000_sub2",FALSE,"none","laplace_rw",TRUE,12000,2000,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Discard much more burn on the strongest F085/s100 rw anchor and keep only a compact retained segment to test whether the remaining row-44 failure is mostly a late-stationarity problem.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",1
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",2,"bridge_rw_f085_s100_b14000_k2000_sub3_refresh85",FALSE,"none","laplace_rw",TRUE,14000,2000,1,3,0.085,1,NA,NA,10,50,0.85,"failband2_F085_sub2_s100","Combine the strongest F085/s100 anchor with a burn-heavy bridge, a third gamma substep, and early heavy refresh as the most direct stationarity-to-ESS bridge.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",2
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",3,"bridge_rw_f085_s100_b16000_k1500_sub4_refresh85",FALSE,"none","laplace_rw",TRUE,16000,1500,1,4,0.085,1,NA,NA,10,50,0.85,"failband2_F085_sub2_s100","Push the best F085/s100 anchor to an even heavier burn bridge and four gamma substeps so the search finally tests whether row 44 can close once nearly all transient behavior is discarded.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",3
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",4,"bridge_rw_f085_s100_b14000_k2000_sub3_noadapt",FALSE,"none","laplace_rw",FALSE,14000,2000,1,3,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Replay the burn-heavy F085/s100 bridge without MH adaptation to see whether late adaptation is still perturbing the retained chain after the longer burn window.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",4
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",5,"bridge_rw_f0845_s100_b12000_k2000_sub2",FALSE,"none","laplace_rw",TRUE,12000,2000,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","Run the same heavy-burn bridge on the lower-mid F0845/s100 anchor because it showed cleaner retained-segment drift than the high-band anchor in the prior wave.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045435,NA,5
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",6,"bridge_rw_f0845_s100_b14000_k2000_sub3_refresh85",FALSE,"none","laplace_rw",TRUE,14000,2000,1,3,0.0845,1,NA,NA,10,50,0.85,"failband2_F0845_sub2_s100","Carry the best F0845/s100 geometry into the same third-substep early-refresh bridge so the stationarity search is not overcommitted to the F085 neighborhood.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045436,NA,6
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",7,"bridge_rw_f0845_s100_b16000_k1500_sub4_refresh85",FALSE,"none","laplace_rw",TRUE,16000,1500,1,4,0.0845,1,NA,NA,10,50,0.85,"failband2_F0845_sub2_s100","Give the F0845/s100 anchor the deepest burn-heavy bridge in the program as the cleanest low-mid attempt to recover both drift and gamma ESS together.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026045437,NA,7
44,"phase1_static_shrink_rhsns_exal_mcmc_gausmix_burn_bridge","burn_bridge",8,"bridge_rw_f0825_s1025_b14000_k2000_sub3_refresh75",FALSE,"none","laplace_rw",TRUE,14000,2000,1,3,0.0825,1.025,NA,NA,25,150,0.75,"failband2_F0825_sub2_s1025","Keep one softer F0825/s1025 bridge alive with a heavy burn and moderate early refresh because that band occasionally traded a little ESS for much cleaner drift.",1,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026053087,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_gausmix.csv",8
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",1,"bridge_vb_rw_f085_s100_ld20_b8000_k2500",TRUE,"ldvb20","laplace_rw",TRUE,8000,2500,1,2,0.085,1,NA,NA,50,333,0.6,"failband2_F085_sub2_s100","Use a conservative LDVB warm start on the strongest F085/s100 rw anchor to see whether a better initial sigma/gamma state can shorten the transient without abandoning the successful rw geometry.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",9
44,"phase2_static_shrink_rhsns_exal_mcmc_gausmix_vb_bridge","vb_bridge",2,"bridge_vb_rw_f085_s100_ld40_b10000_k2500_refresh85",TRUE,"ldvb40","laplace_rw",TRUE,10000,2500,1,3,0.085,1,NA,NA,10,50,0.85,"failband2_F085_sub2_s100","Push the same F085/s100 warm-start bridge deeper with heavier refresh so the row gets one serious VB-seeded attempt at the best high-band geometry.",2,"gausmix","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_failband2_f085_sub2_s100","failband2_F085_sub2_s100","WARN",TRUE,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0044.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0044.csv",2026055087,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s100_exal_gausmix.csv",10
