"t","y","mu","q_010","q_015","q_020","q_025","q_030","q_035","q_040","q_045","q_050","q_055","q_060","q_065","q_070","q_075","q_080","q_085","q_090","q_095"
1,2.58311071906404,1.65818372579256,-0.533660238416274,0.00235483816542989,0.398146787707786,0.645715163240295,0.92701453581292,1.13671716288939,1.32256440022332,1.49226581918926,1.62123759036823,1.77940154080317,1.95262552695105,2.15080616357021,2.3678341650163,2.61152711368498,2.90116516662749,3.31571854909087,3.83655203021234,4.77656401946119
2,2.56159745661748,1.29155535953202,-0.830872871226402,-0.268463322562921,0.119330768116709,0.381435019971869,0.637986369869536,0.838657151532799,1.01368924755114,1.17068622836891,1.31364955512769,1.45008439441494,1.61104803714354,1.81316193044088,2.01511920004668,2.25877315554173,2.55130154424124,2.9462425357335,3.50521577781152,4.3634144204569
3,0.400632342864526,1.28079872830874,-0.866895140860314,-0.357943657332244,0.0210613798995779,0.313154775454043,0.578448394474155,0.794126142986019,0.983472912645088,1.14017139758639,1.27941183935067,1.4276969278738,1.59094451546793,1.770693464031,1.98923273786952,2.22405022932325,2.5146694058999,2.86619274794645,3.44251848826045,4.38699840860374
4,0.807628071658575,0.200316171432263,-1.61417118925994,-1.124611826712,-0.816915055974112,-0.551774739477499,-0.376375949852618,-0.191764048188516,-0.0335537931085623,0.0841298541427468,0.205286244339266,0.318327592526952,0.443217539189667,0.572714741610301,0.743399289558591,0.937078005851147,1.18313005196307,1.49366296644634,1.91993745688367,2.63586464252759
5,1.41858702677754,0.403814035829288,-1.50415798795146,-0.996014538328635,-0.666239281260542,-0.408613716525314,-0.188125998860753,-0.0290099716803178,0.127720111199562,0.270307412889993,0.390431416470855,0.532702448696618,0.668936266586601,0.796269367646553,0.997159035161184,1.19181028620744,1.44371190747888,1.76180922774612,2.18800734511983,2.99482577220865
6,0.628567187512374,0.709293513388772,-1.38966081677825,-0.885086460839185,-0.524543801128982,-0.203122046613558,0.0545938101253817,0.252515841029639,0.438463613536915,0.5883084402349,0.720062250837832,0.843675861764838,0.991064865274699,1.17176424080216,1.36219450716175,1.58798553072952,1.85384116825185,2.21094377167037,2.72604774482166,3.59942437185352
7,1.37217173487003,0.314283593756187,-1.43156569897771,-1.0079237550202,-0.693326031157237,-0.438647576814618,-0.231040159277413,-0.0627524812334583,0.0819224806236272,0.222575067569846,0.334101789165152,0.454621801185699,0.583718437548805,0.735826880025094,0.911871330437889,1.11306946842458,1.34832338669339,1.68186461699102,2.11921938758984,2.8383835577604
8,0.538092406181321,0.686085867435016,-1.33408270008514,-0.815311594395447,-0.465483489251372,-0.229283737921447,-0.00143665574057157,0.20492527451705,0.371694599927257,0.521343153881897,0.653392967451397,0.78086092468913,0.927118050199593,1.08728681789735,1.28407408030965,1.51603654248094,1.78901312746506,2.15469568038506,2.64252872831205,3.49567397079077
9,-1.79954952297181,0.269046203090661,-1.55190847290366,-1.04090403602179,-0.751708666197521,-0.527693194699998,-0.315706525799074,-0.13243544931015,0.0175939685043897,0.146680005716867,0.264158897909879,0.387737829149669,0.514474564385755,0.669283819378263,0.824506751509444,1.04552288216863,1.28483801542234,1.64516568600937,2.05925930087328,2.7925128158865
10,-0.661717532915753,-0.899774761485904,-2.06550908698262,-1.77460273674921,-1.57681303304301,-1.40841584879995,-1.27875328696343,-1.15827579153122,-1.05525945224157,-0.960617677468155,-0.87845607654279,-0.808431918879924,-0.716621662203798,-0.624883534392905,-0.513659598724447,-0.387352604717765,-0.217615065082721,-0.012115660775543,0.289804566653586,0.766871604697243
11,0.151811761900722,-0.330858766457877,-1.75940003683048,-1.42144202276368,-1.16845434941911,-0.970066924583943,-0.796174045021705,-0.654766210829431,-0.548378837822711,-0.452451766559068,-0.352811591785269,-0.263525798334931,-0.158778559379064,-0.0375236294291196,0.08783606925073,0.260322515927285,0.434297834770191,0.680851049165382,1.03191485460646,1.58169163166232
12,0.517254997859615,0.0759058809503609,-1.55953089881878,-1.13603947929639,-0.838535698087709,-0.631856772892585,-0.437990834495967,-0.285363247542938,-0.15602105381634,-0.0356140153404858,0.0771316974352851,0.186594845715594,0.302485927496536,0.434111738197608,0.589643035584436,0.787740218748118,0.996357903967538,1.30519054705916,1.71708636950263,2.42398158224015
13,2.83984674676662,0.258627498929808,-1.47209315175771,-1.0458323429782,-0.756177163084137,-0.504083728632293,-0.312424220978476,-0.120407483852056,0.0306972074121134,0.151296599623685,0.269754227953085,0.379200250204494,0.511641470216016,0.659446855479071,0.815291971927571,0.997746353523051,1.24971553712996,1.55893694742705,2.01508384070963,2.82857099274454
14,3.12368776522736,1.41992337338331,-0.699728422453336,-0.182620229920614,0.207873565135987,0.490249310353105,0.740865709109061,0.953953747459149,1.12968034187129,1.28985828024578,1.42817170021167,1.57388467421853,1.73405686681757,1.926269645646,2.1370338558231,2.38836232866075,2.69111680871009,3.0436063056706,3.58204871182479,4.50920072560739
15,0.851172195988509,1.56184388261368,-0.605128414670917,-0.0333743037319583,0.328732281593597,0.633175720802179,0.850283966317701,1.07971244212641,1.26013484148888,1.4118855065558,1.56029580359652,1.69936468352882,1.8722274033829,2.05201949423684,2.24875961313045,2.50715339549736,2.81118067986727,3.18369017912415,3.79935114144214,4.75709506890383
16,0.66523829326306,0.425586097994255,-1.4501632029901,-1.02218381888658,-0.702925133009056,-0.419241422748209,-0.18839502744695,-0.0160310149621895,0.147982035243126,0.303516269448203,0.421422568290931,0.543145263608122,0.670865076864271,0.830323406407259,1.01652006820844,1.24004577850143,1.50046674553192,1.83463909278305,2.28133645056416,3.19816734527277
17,-2.21974725323507,0.33261914663153,-1.47707282742849,-0.997219298139448,-0.652162214942154,-0.4252293446092,-0.219508041943543,-0.0594777161612606,0.0952244371454448,0.221449946317286,0.326573334720693,0.444855043313225,0.570015052835562,0.725676953380435,0.896389159121461,1.08738248223611,1.31044828796266,1.65244607813464,2.11656017012906,2.88054062794379
18,-0.170407856771809,-1.10987362661754,-2.20015049680993,-1.92386923455319,-1.73853141301371,-1.58779069113763,-1.46207142637683,-1.35179468121716,-1.25973066932807,-1.17855665003851,-1.10327752438958,-1.03551411031231,-0.956625007606429,-0.863407573259123,-0.771110466712606,-0.649203400795942,-0.501899410406215,-0.301319038886668,-0.0313435462181336,0.445237699118821
19,0.719267795404427,-0.0852039283859047,-1.70615482592281,-1.3173020634033,-0.998388138431409,-0.782848966685223,-0.583030517590946,-0.430857260634539,-0.300657962043775,-0.186930364471746,-0.0794674572082245,0.0229010723752394,0.143299251033586,0.2759578700544,0.416547626326702,0.605040053473285,0.801666086733557,1.05538958462909,1.47970136911275,2.13030289303933
20,1.00371496583742,0.359633897702214,-1.54434021200929,-1.03694291853519,-0.69483377469123,-0.441253463858129,-0.235580268147688,-0.0625897748001321,0.097250213941987,0.236337809403652,0.355794085965478,0.458218982477026,0.600717910849877,0.755161557347231,0.925748820261875,1.15786334777715,1.39915917499205,1.70505352883829,2.13054065564569,2.86926825751488
21,2.4901280542665,0.50185748291871,-1.3779614874432,-0.922198095223479,-0.567877020049484,-0.313210048440177,-0.0982118293950597,0.06705217024416,0.240223392288617,0.371359454843258,0.499815060531996,0.636386039035775,0.777080097114214,0.935612773461568,1.13504446959729,1.35582819120907,1.65828885826699,1.98514511174497,2.45165228169357,3.33936961113876
22,1.80249559691718,1.24506402713325,-0.947820159519147,-0.434776761409093,-0.0467581252884878,0.268958436481855,0.512697638437236,0.74518707067691,0.929381944429146,1.10933265006544,1.24556246288724,1.38385359414242,1.54428022526996,1.74461210667421,1.94918241347813,2.20134419714463,2.50027707213418,2.93703669967882,3.5121810757074,4.3919579019846
23,-0.697914590268598,0.901247798458592,-1.13465745682856,-0.638717582169464,-0.254322680747901,0.0312369023889065,0.264792186307685,0.467263253666511,0.635734786062607,0.787748971801443,0.915604340979813,1.0646999640364,1.1924035188213,1.36980557250886,1.58780239824415,1.80568285001056,2.10197643393444,2.46679460972833,2.95394917105398,3.98712013351895
24,0.240737206915019,-0.348957295134299,-1.74470016332858,-1.39935377397276,-1.13417781024389,-0.944886793021589,-0.791936241932505,-0.665473410922494,-0.544323399580651,-0.448323998759405,-0.358034103240852,-0.265366886803281,-0.163482272354647,-0.051891478070963,0.0816941691236885,0.241312361400026,0.440539410384633,0.684986029595334,1.03759485426467,1.63430815648678
